ZipcodesGeoid_PK,Total_Income,LessThanHighSchoolGraduate,HighSchoolGraduate,SomeCollegeOrAssociate,BachelorsDegree,GraduateOrProfessionalDegree
60469,31182,25582,22113,40000,33333,78250
60470,33750,6188,40625,35313,0,0
60471,39638,36378,34722,36102,52171,58750
60472,27146,14844,23750,30000,41534,0
60473,37440,34333,30236,33465,44600,62820
60474,40000,13750,31442,43125,46406,41000
60475,35577,23040,32738,38818,37019,32778
60476,34167,19063,36667,31767,40208,0
60477,42304,28875,32642,41555,50516,55060
60478,40700,23365,29964,39333,51205,57847
60479,33833,0,30313,33393,55893,0
60480,46673,53250,34883,32392,61193,66458
60481,38333,21637,32262,38693,46400,67734
60482,32870,25156,33613,29459,40104,39583
60484,40144,0,32195,31587,55954,58079
60487,50955,0,38620,42388,60139,75759
60490,55504,35158,31940,46680,61275,72458
60491,51489,38365,36419,45417,67277,63167
60501,28464,25864,26278,35865,44837,41397
60502,60787,23632,23125,45792,70732,83940
60503,65114,30676,30778,53721,73332,81011
60504,47012,22434,28762,45088,56898,80000
60505,25276,21293,25326,31184,43887,44095
60506,32306,23200,28376,34859,46875,65141
60510,52712,20015,33234,40331,66129,76006
60511,38125,4167,31458,38819,58036,71071
60512,26875,0,0,85011,0,0
60513,45764,22060,34009,39016,54773,63030
60514,74875,0,40662,47009,76736,97328
60515,60816,35000,34375,40690,64542,89781
60516,51256,35742,32747,40554,60111,76943
60517,47440,31587,33138,36672,57466,77104
60518,31285,16806,29375,40682,31210,46875
60519,0,0,0,0,0,0
60520,40278,27031,33333,40085,55250,60500
60521,100932,15250,0,41146,98155,134447
60523,64766,0,31761,45304,43700,126761
60525,51876,20756,24597,43386,64894,89092
60526,54286,19423,35590,48042,61395,90850
60527,51637,26786,36604,38652,52011,88958
60530,31042,23438,29750,33750,32188,80625
60531,38194,0,32604,39250,49167,57000
60532,52120,27222,36081,40491,58155,78846
60534,31891,19323,28426,32363,45878,60664
60536,36625,0,35938,46250,101250,0
60537,38917,2750,43750,38269,38281,52500
60538,45413,31313,36051,37514,56794,68567
60539,"25,000",0,0,0,0,0
60540,61829,21798,26183,43619,68203,89784
60541,41682,22188,40281,34750,60272,63971
60542,46308,20929,35442,40679,60083,75388
60543,52903,25676,50630,45266,61851,67600
60544,44689,14755,31870,39795,66222,73105
60545,31295,26086,30357,27001,50337,68830
60546,47365,22344,30886,36932,51899,76964
60548,34732,18279,31371,37190,40847,56563
60549,0,0,0,30089,0,0
60550,37083,23750,30625,38988,71875,60147
60551,32304,9500,32292,36098,45536,41129
60552,38899,15000,35761,46250,32365,52500
60553,35417,0,41875,36875,30625,0
60554,57231,51051,41619,56364,62237,91719
60555,45154,27125,28231,37487,56250,68243
60556,40221,0,36875,35781,46818,93750
60557,0,0,0,0,0,0
60558,81831,83466,35655,35588,83142,110792
60559,41379,24063,30091,33235,50829,71960
60560,46640,0,34130,40717,59562,61597
60561,51882,30769,40099,40057,61463,62857
60563,52006,25430,33265,40859,62162,73380
60564,75910,37826,30335,46574,81675,103688
60565,64836,45990,26225,43533,66474,96318
60585,62139,24896,34829,46944,72773,83787
60586,50582,31851,40887,46539,59784,74982
60601,72333,0,62098,72726,77260,79509
60602,79450,0,0,0,79150,0
60603,130208,0,0,0,77000,170000
60604,112262,0,0,45909,67292,151275
60605,72482,28721,32651,40923,71819,87472
60606,84030,0,51161,28810,84967,88393
60607,69754,0,32440,47075,74167,77833
60608,27973,19642,22825,28380,43878,52083
60609,25131,19720,22767,27833,45670,62097
60610,70672,16567,36021,34176,75724,85474
60611,79844,0,51964,56159,79213,87184
60612,37333,19432,25264,31141,51540,57180
60613,56024,15731,35055,36453,57003,75676
60614,71513,31648,41174,42617,70166,88219
60615,40499,16750,26650,32977,45743,54741
60616,37363,15136,22015,30123,50289,67248
60617,28287,24343,25879,27451,37949,48110
60618,39841,21395,25865,31282,58134,70412
60619,28660,14146,24110,26118,41274,54857
60620,28325,20134,22723,27231,43929,56250
60621,23210,18276,18282,25781,32051,46731
60622,53316,20440,23868,35702,60981,70702
60623,22109,19627,21929,24863,35358,49815
60624,25756,21862,24192,24834,40357,51806
60625,36725,20909,23043,31989,47675,60518
60626,31834,20919,25358,29165,37410,52257
60628,28826,12226,21594,29596,43978,50684
60629,25737,22592,24999,27656,42849,58255
60630,40853,27900,31037,36450,52628,70098
60631,51958,23333,41410,42235,63125,73125
60632,25226,22767,23075,30293,32264,47550
60633,33376,26385,30089,32135,60905,78654
60634,36411,25239,31771,35102,50410,52470
60636,23529,15673,21730,24237,36626,45536
60637,30180,15078,22994,26097,40926,60604
60638,40966,23860,32191,41900,51135,75561
60639,26115,21535,25770,29375,36272,45971
60640,42187,17461,24288,30631,51629,63506
60641,32893,21409,26254,35512,47382,65740
60642,56191,18248,31550,32082,62594,71720
60643,44419,10241,34935,35237,53488,70800
60644,25773,20909,20280,27250,36933,60250
60645,34593,20338,26603,28476,46434,58276
60646,55952,27134,31308,44711,66168,79571
60647,40826,20726,23988,30403,53252,66692
60649,30979,11263,21787,31074,41332,57217
60651,26924,20544,25252,28040,41497,49688
60652,35923,23245,30492,37344,50603,66238
60653,36168,10485,21603,29188,49659,72238
60654,81454,0,26094,58162,78494,100707
60655,59944,36250,42174,55083,61954,74375
60656,41686,26109,35275,39071,48877,69420
60657,61832,30754,35495,43269,60512,76219
60659,31552,21400,25428,31210,35156,58210
60660,37757,21550,23832,31640,40908,61091
60661,81938,0,74306,57500,79823,91070
60706,40948,18734,40748,38258,51620,51382
60707,38527,27875,30171,38843,49310,53929
60712,50743,18393,38860,40660,44158,92276
60714,37378,22516,30291,39161,43062,62794
60803,36553,22250,30797,40815,44024,60879
60804,26814,23362,27294,30382,33875,42115
60805,45874,19914,41987,41745,47419,64375
60827,29422,20949,27585,27258,50035,62372
60901,29867,18030,23373,32455,49811,51520
60910,27917,10417,29375,40104,37500,0
60911,30223,84375,22171,27083,42708,56058
60912,35833,45469,0,26806,0,72813
60913,39115,31100,36250,42841,95972,0
60914,42421,12443,32844,40698,48480,65263
60915,36332,17295,31540,36820,43750,47237
60917,36806,21250,40469,38750,0,0
60918,31724,0,30417,35357,35375,0
60919,34861,22000,28125,40556,36125,0
60920,26071,0,14688,29375,42500,0
60921,24830,22083,23393,30500,24219,0
60922,38125,60781,31292,40459,47500,43636
60924,31476,0,26118,32750,40250,47857
60926,26500,0,0,0,0,0
60927,35357,15625,28036,33214,58333,47917
60928,31083,0,26563,28750,50417,40000
60929,31214,0,34028,18611,33894,0
60930,36509,7014,37443,36786,58750,0
60931,31000,0,27361,30893,35625,100536
60932,75278,0,0,75278,0,0
60933,30938,0,27500,38750,36250,0
60934,30833,0,39375,21875,72083,0
60935,43833,0,41635,44286,50625,94688
60936,40554,0,39244,33125,47400,64191
60938,35700,15982,26667,43929,40982,60972
60940,40031,0,35899,39038,53194,82969
60941,42542,0,44514,38261,50208,50417
60942,31709,11481,31307,35651,51250,0
60945,32143,0,31250,29375,46875,0
60946,36023,0,31406,39444,35556,50938
60948,39667,0,30536,37788,47000,66667
60949,26806,0,22386,35500,0,0
60950,40197,26250,35601,40444,39494,77708
60951,38900,27500,31250,42500,34583,0
60952,27143,16250,21875,26875,21667,85096
60953,30688,16607,27344,31979,55833,29792
60954,36375,26708,32250,36707,50833,58750
60955,26828,21635,23750,30893,44028,38036
60957,33635,21250,25701,35094,45800,54500
60958,25795,23534,27446,16000,27120,78125
60959,34844,20893,32969,38162,0,46250
60960,31032,30057,31771,32019,0,0
60961,40612,0,40848,36813,40938,0
60962,27813,0,17188,41429,50625,40750
60963,36090,21154,36591,27135,48875,0
60964,39736,28309,34632,40547,48929,51875
60966,24222,23333,20250,28750,0,85156
60968,36202,0,26875,21813,80192,0
60969,71875,0,58750,71875,0,0
60970,29421,15726,24899,31761,35455,0
60973,36779,0,40417,0,37292,31563
60974,28977,27292,30139,30341,0,0
61001,28906,14808,35000,30714,0,0
61006,30500,39038,25795,36172,27321,36875
61007,27788,15938,11016,40625,50600,0
61008,36147,17586,33835,40803,46580,77361
61010,45250,21311,36740,46917,55000,58633
61011,51802,12143,43553,31300,60536,96860
61012,31760,16375,36705,29769,50395,55179
61013,34250,0,28214,27143,55625,66250
61014,33409,0,35560,33068,26667,41776
61015,50040,0,77500,30250,51702,0
61016,40435,76125,42339,34354,44861,66029
61018,29125,25781,29464,26576,48750,87708
61019,32864,4851,30917,34375,35972,115625
61020,41444,31250,36384,42500,45000,66250
61021,35472,16779,30602,34557,50018,55000
61024,36445,25938,34583,37039,54375,50313
61025,39707,28750,38109,31420,51900,61528
61027,0,0,0,0,0,0
61028,30246,23750,26779,26417,36429,64583
61030,34156,34500,33516,28833,53828,73750
61031,36765,0,33047,32778,58929,43500
61032,28650,17029,22647,27603,46320,61458
61036,30897,20465,30972,30775,36205,41750
61037,31786,0,36023,27083,0,0
61038,40288,0,21181,47672,0,0
61039,35938,0,31953,28438,46563,66250
61041,30813,16364,26688,26563,78125,0
61042,30433,0,22443,32857,0,0
61043,23036,0,21875,22750,0,0
61044,36492,0,40750,35288,68462,0
61046,33935,25179,31713,31625,39286,61250
61047,32930,20865,32813,35296,36563,0
61048,33024,32885,35736,30568,44297,54063
61049,44375,0,35313,36042,66250,73056
61050,31284,0,24018,0,35455,0
61051,30130,0,28309,26012,43472,63750
61052,38516,51583,0,34063,38750,78942
61053,33397,0,30104,30583,36250,64583
61054,35750,0,37644,32473,43631,58438
61057,35568,0,0,0,36477,0
61059,31000,0,40875,0,18750,0
61060,33382,23295,31750,30875,47500,51316
61061,43150,0,40221,36733,54500,50568
61062,38625,0,37120,34500,50227,47333
61063,41625,76429,40426,37321,43697,47857
61064,33519,19620,24044,33512,52750,47208
61065,38734,0,37500,35801,42922,51635
61067,32083,40313,32375,25781,0,0
61068,31653,21488,26425,33403,45242,58125
61070,34097,0,31409,51250,40000,29432
61071,30342,28438,25159,31483,39750,57297
61072,46648,36875,34219,45571,58417,73405
61073,46127,25161,35326,40908,61315,81167
61074,31206,18095,31360,29094,36149,53295
61075,31595,0,32132,26563,39750,55000
61077,0,0,0,0,0,0
61078,25370,22500,23824,25208,32188,38125
61079,28438,0,26827,36563,64167,0
61080,39700,18703,36139,37197,60054,75764
61081,31220,15833,28613,31122,37757,61146
61084,41250,0,37212,36833,45536,80833
61085,29013,35139,20724,27989,42125,52045
61087,36000,0,34750,34402,34205,64808
61088,46454,0,42045,42500,55677,61366
61089,35893,41250,32679,33750,60341,0
61091,40526,0,0,0,0,0
61101,23561,16826,21173,26113,37104,42440
61102,25071,16981,24838,27695,41719,55060
61103,30433,15361,27148,29169,41035,59241
61104,22883,20303,24012,21731,36301,39615
61107,38876,0,27365,33358,51791,65991
61108,31187,20583,26590,30340,42128,56420
61109,30016,23288,26610,31136,46515,56250
61111,33761,25000,26074,32890,50847,53099
61112,0,0,0,0,0,0
61114,45314,30391,30709,40387,50686,66740
61115,35277,21513,31246,35732,56494,57424
61201,32422,22734,26645,31489,41866,56952
61230,34265,0,29886,30375,41250,111250
61231,35556,37917,26362,33836,44333,72875
61232,41648,36875,40450,41629,47813,66250
61234,40750,47143,30721,38750,42344,76250
61235,38676,0,32788,41467,42386,54286
61236,26875,0,0,39688,0,0
61238,37229,0,31389,35511,49375,61731
61239,25350,22917,26607,15455,52212,0
61240,37182,0,30823,36354,47574,70647
61241,41396,0,35436,42400,51750,62750
61242,40662,0,40357,26875,0,64688
61243,41750,0,26442,39643,0,0
61244,30395,19665,27368,31750,39120,62946
61250,35519,0,30547,32197,45238,45341
61251,29844,0,22813,45893,0,0
61252,38688,12475,34792,28750,51068,53563
61254,41273,21579,30884,35129,63750,67188
61256,49034,30417,38625,46838,58750,65000
61257,30878,27917,27143,31106,42829,0
61258,23750,0,16786,40000,72750,0
61259,40341,0,35750,35156,47000,57500
61260,40417,23958,31184,46042,42361,18438
61261,27381,12059,23750,35761,61477,0
61262,45219,50139,26786,42917,48750,54423
61263,35326,0,32813,37000,65417,0
61264,35558,14982,27118,33703,57841,65547
61265,33672,24643,24750,34309,44095,65554
61270,33301,23393,29107,34750,42356,50000
61272,29688,30536,31964,24583,50833,0
61273,42991,0,40405,40806,51250,68977
61274,50104,0,50625,41250,0,0
61275,50701,50324,32331,52292,53077,61625
61276,27639,0,0,0,0,0
61277,31533,0,26375,30563,50795,48533
61278,41667,0,42750,36406,44792,95417
61279,42417,0,45625,41528,26346,0
61281,39402,22679,32188,31204,42440,65313
61282,32452,0,32665,26413,44891,58661
61283,33068,31125,29250,35833,79375,41875
61284,38167,0,0,31392,59779,80739
61285,31500,25375,32500,36528,0,23594
61301,30401,22083,27727,31369,29625,61836
61310,33238,31563,30212,35784,47446,41250
61311,62679,0,0,0,0,0
61312,33750,18750,30833,34792,33750,71250
61313,25208,0,0,26458,0,0
61314,34531,0,35278,35313,64375,85833
61315,35673,0,35417,39583,0,0
61316,31181,0,30583,29375,36875,0
61317,35694,0,31406,36250,32083,0
61318,32850,35000,25000,45000,58750,0
61319,42426,0,41029,50093,62500,11071
61320,36719,33125,31094,36875,50000,63750
61321,41169,"25,000",21563,51250,40625,0
61322,26207,23182,24306,35833,56250,0
61323,32083,0,46250,31389,0,0
61324,36250,0,0,0,0,0
61325,42419,0,37143,44792,48438,41250
61326,42023,50682,33929,42961,51250,61250
61327,49583,25972,41250,53103,76625,48750
61328,0,0,0,0,0,0
61329,39022,31667,36161,37708,40833,46875
61330,38698,51875,41438,36458,0,38750
61331,0,0,0,0,0,0
61332,45250,0,32500,53750,0,0
61333,46250,0,40469,44821,58889,0
61334,32917,0,31696,27321,38750,53750
61335,35089,0,26042,44500,33409,26786
61336,39306,61442,21250,41094,66406,0
61337,30188,0,30167,28472,0,23750
61338,42083,0,0,52500,0,0
61340,30341,0,30714,31250,0,118750
61341,31866,20698,28861,32044,41339,65096
61342,33911,23750,32281,35577,40450,50893
61344,30938,29375,31250,26563,39286,0
61345,37875,33750,38750,34205,0,59375
61346,21875,0,0,51250,0,0
61348,33109,14079,27308,32699,50042,66513
61349,35714,0,32308,30875,56250,56875
61350,33902,15851,27326,36711,50445,69760
61353,34821,0,37212,27443,32083,42083
61354,33238,0,26005,33735,37009,60451
61356,32500,0,25486,35580,37350,46181
61358,38750,28750,33333,33750,73482,0
61359,30781,40313,30500,27188,33750,0
61360,34243,0,35417,29097,46125,51957
61361,31339,20000,24583,30809,41172,42500
61362,35196,29053,32346,30132,51250,51583
61363,35781,0,36000,36667,0,0
61364,32449,22370,27924,34412,39745,51973
61367,33281,0,34194,35938,23125,160375
61368,36400,30417,36786,32097,40385,80197
61369,34079,13833,31169,34258,60417,79000
61370,40690,18393,48393,36172,46875,60313
61372,29063,0,25750,40417,0,0
61373,35464,23542,26296,41202,41875,47083
61374,0,0,75500,13846,0,0
61375,35563,0,35688,30167,41719,125139
61376,34883,22031,29663,35156,61964,66111
61377,36790,10114,31357,43654,52000,51250
61378,40500,28750,0,0,49659,0
61379,37426,40341,31667,37833,38750,95833
61401,29361,13902,21979,30956,38114,52396
61410,29514,10500,28642,30503,45000,31094
61411,32258,0,0,31447,35938,0
61412,35985,36250,29688,37500,55655,41719
61413,36286,23125,36375,30000,48125,37917
61414,41700,0,47414,30288,45563,0
61415,34167,21563,31667,31696,41985,60455
61416,22857,23750,26250,0,0,0
61417,0,0,0,0,0,0
61418,35185,17054,35745,31736,39583,31250
61419,36000,0,15000,36250,38750,84250
61420,35341,0,30938,35313,38194,56250
61421,32462,16875,30337,35809,58333,0
61422,32029,0,22093,30625,42404,37356
61423,27442,0,26923,36500,44028,0
61424,62045,0,21518,0,0,0
61425,41050,0,40550,38750,48906,0
61426,52778,0,41875,0,0,0
61427,33015,0,30125,30927,54500,61250
61428,43264,0,36071,38365,55250,0
61430,35250,0,32411,35938,30714,56250
61431,32083,0,0,32344,27054,0
61432,40125,0,28125,40333,41875,37292
61433,0,0,0,0,0,0
61434,32523,24063,30216,33500,40592,0
61435,0,0,0,0,0,0
61436,33618,0,28900,31161,77143,33438
61437,35200,"25,000",27500,41806,0,0
61438,39398,0,24500,38684,52917,38750
61439,33750,0,28929,37143,35625,0
61440,35338,0,22333,36771,50089,0
61441,35769,40469,31719,31071,45000,44167
61442,31250,27625,41369,33750,21750,0
61443,27609,21182,23481,30740,42786,45170
61447,36441,38125,24861,42500,40750,36711
61448,36105,0,22472,37681,39861,50648
61449,34583,0,29375,41625,0,0
61450,32688,0,32143,30174,41726,55625
61451,43000,0,37115,29722,85086,0
61452,35938,28500,0,48661,36250,0
61453,32500,14091,28125,36823,33438,0
61454,26071,10469,30250,24844,34375,0
61455,35082,18125,22134,27195,38517,55262
61458,36875,18750,22313,40357,53750,0
61459,30333,0,31136,13438,42500,0
61460,34375,0,32375,31250,0,61250
61462,30359,24718,27705,24671,36566,57917
61465,31925,63125,25625,32885,28250,60000
61466,32262,45341,30938,43750,0,0
61467,36434,0,32250,32143,40469,55625
61468,44688,0,50938,0,0,0
61469,32027,19702,29865,31875,36389,0
61470,27083,0,20000,30357,45909,47875
61471,28000,0,7250,30625,0,0
61472,40714,18889,0,45536,16375,60625
61473,21667,22833,19653,19770,21845,61250
61474,28906,0,30852,18750,0,0
61475,37375,0,30417,0,38214,0
61476,27500,0,26346,0,27083,65417
61477,30625,0,28750,30000,31250,62768
61478,33472,0,30238,47361,37750,0
61479,0,0,28083,0,95341,0
61480,33967,33828,33571,35521,30313,46500
61482,32750,0,28393,32000,44375,62500
61483,31964,25096,27135,27321,46607,58214
61484,23636,0,26667,17813,0,48750
61485,30156,28000,22917,36429,26429,0
61486,41442,0,31445,43750,80076,49375
61488,32212,6000,25729,36154,34286,76354
61489,32008,26250,32000,31544,46750,38750
61490,42250,14250,31750,50357,49000,61250
61491,32765,15357,22500,40293,41806,58750
61501,26809,"25,000",28750,25192,48750,34583
61516,36389,0,36071,26250,91250,0
61517,51250,25192,42361,45771,72719,61979
61519,38750,35313,38125,40469,0,0
61520,26670,11425,24799,26233,36203,46522
61523,31612,16625,24456,32538,51677,55136
61524,36806,0,32188,35313,50833,0
61525,65233,0,37143,37315,68500,100522
61526,65313,0,35625,0,92656,0
61528,54773,0,26667,40568,90579,58750
61529,36837,19375,22419,41458,45547,60625
61530,35819,0,35767,31168,40439,56635
61531,38621,0,32500,35281,46333,60208
61532,27829,0,18056,22222,86058,0
61533,35406,0,32833,35000,38523,57188
61534,39063,12237,37059,37083,63516,0
61535,65117,0,50789,50000,44674,103229
61536,41131,21000,35208,33269,76818,0
61537,35476,12708,25750,41719,42969,52188
61539,31161,43750,22396,31563,0,0
61540,32159,37734,30952,30201,50893,84250
61541,30625,0,30750,45625,0,0
61542,31019,16719,26818,30308,41563,34740
61543,34432,0,34792,36875,0,0
61544,28650,16875,27727,32778,39792,0
61545,38542,0,50144,35486,0,0
61546,39198,22500,36168,41146,52607,54286
61547,52674,34432,41033,58750,63821,71964
61548,47604,15662,35737,39625,70573,82400
61550,46665,29375,39120,37601,67426,62799
61552,31375,0,0,35515,0,0
61553,23750,0,17500,30750,0,0
61554,33975,17407,28707,32113,45719,66413
61559,37302,0,30694,34306,50625,50833
61560,25625,13875,28681,32750,25208,0
61561,38769,0,33068,27235,50781,53750
61562,0,0,0,0,0,0
61563,27813,32500,20795,27500,57981,0
61564,31016,16250,28750,36364,31250,0
61565,33750,24375,31125,33403,54375,88750
61567,21875,0,30644,20125,0,0
61568,42034,21719,36170,37188,61364,55625
61569,35054,26833,32143,0,0,48125
61570,32315,30714,30417,30147,71422,0
61571,42089,18100,30207,40194,60106,67422
61572,32230,0,22159,36007,45000,0
61602,20000,0,7829,16518,30625,59625
61603,24786,15146,21689,27327,44327,61693
61604,30670,19265,24383,31015,41182,52865
61605,22253,17165,20971,25239,36500,49038
61606,32162,0,22255,26307,50089,61932
61607,36261,25417,29301,37083,46726,70729
61610,28042,0,27098,33879,50345,41136
61611,36118,23594,28939,34230,53297,54366
61614,39658,14880,24188,30814,50461,64185
61615,50205,28250,23171,34939,51645,90975
61616,32043,0,25021,31392,51415,52059
61625,0,0,0,0,0,0
61701,32425,15805,25603,28759,46165,59861
61704,54831,23636,27457,37195,64857,74441
61705,54833,20571,26354,41875,78611,80341
61720,32386,0,31875,35000,30250,0
61721,37321,35833,41750,40000,17188,0
61722,39896,36250,31458,40000,51319,0
61723,36034,31250,29688,35893,52500,59375
61724,32159,30250,26250,35577,37292,43750
61725,44638,48250,26250,45862,43625,87188
61726,36429,0,29583,42500,40000,58750
61727,36525,19189,32579,36868,44118,67656
61728,41652,0,38864,47375,33846,0
61729,39205,57841,30924,35500,67721,73214
61730,41731,0,42083,31429,56250,81250
61731,38750,0,0,0,0,0
61732,45737,0,44118,41607,50769,62250
61733,41806,42614,36750,40972,42361,71250
61734,34341,53333,31037,31995,49583,64625
61735,41742,0,40982,41500,66146,0
61736,50020,0,46125,30521,74375,75083
61737,37344,0,33125,45000,60250,128750
61738,41971,"25,000",32381,44099,60568,53750
61739,34583,18839,34323,30529,58194,35862
61740,33702,16250,29180,35000,47917,53750
61741,37442,21364,34107,40000,45536,38214
61742,49943,0,36250,44375,64500,81875
61743,34167,23000,41667,33750,38125,0
61744,40958,26250,36023,43182,45568,0
61745,49743,0,37679,41549,62823,62529
61747,38266,0,27031,38911,41806,101250
61748,46574,0,32330,40102,60156,74323
61749,31442,0,31458,33750,31908,0
61750,51000,0,55700,41250,0,0
61751,0,0,32250,15179,0,0
61752,42645,33594,41015,37479,55024,56319
61753,40521,0,35947,39688,58750,75167
61754,42222,60375,39929,44750,42390,57083
61755,44382,0,36768,46952,55000,57500
61756,40076,13194,35625,43000,44375,53750
61759,38000,0,36169,32647,48362,80313
61760,37750,22344,34196,39125,54250,61042
61761,40918,16759,29269,34898,45880,64110
61764,35538,24741,30398,35662,47688,54583
61769,31250,28125,27188,32500,47083,0
61770,38750,19444,37663,28021,60208,48897
61771,45363,45761,31287,47143,65395,0
61772,30250,0,0,0,0,0
61773,33942,37917,31042,37917,43333,0
61774,37431,0,32250,43365,53333,0
61775,41875,33750,32917,48214,0,0
61776,45184,26563,38500,37083,0,49662
61777,40722,0,33125,41719,55357,0
61778,35197,16518,26071,36406,55781,0
61801,27194,12483,22877,26712,25939,40587
61802,35577,15588,27500,35688,39595,62197
61810,33750,0,27656,41875,48750,49063
61811,39063,0,38750,36750,45313,0
61812,32188,0,20417,50125,0,0
61813,32606,7750,30469,33042,41250,57321
61814,37900,35096,34167,42273,40893,56875
61815,38750,29500,37500,60288,26875,0
61816,40438,0,36250,32188,60156,73333
61817,41786,0,34792,41809,53958,42500
61818,41384,0,34792,42188,58750,53281
61820,27487,15734,25082,25452,31566,36152
61821,36394,12056,26538,31365,40172,54019
61822,46891,17660,29779,35460,48715,75411
61830,34063,0,0,40313,36875,40000
61831,40739,0,40096,40972,51250,0
61832,31183,17446,27363,31933,40777,50053
61833,33143,0,36014,32885,29545,0
61834,35422,19861,33308,37305,38750,46985
61839,35114,26250,22125,40625,82321,0
61840,41453,0,32107,0,58542,91806
61841,36544,0,31042,38611,54375,51071
61842,36750,37292,36204,34028,43083,54750
61843,40313,0,32143,39009,46250,50917
61844,35670,19107,36029,37500,32917,24861
61845,33125,0,25000,31667,0,0
61846,31241,0,28750,30382,43702,36713
61847,43125,22500,36979,40800,57917,62500
61848,36250,"25,000",24625,37375,0,0
61849,37394,0,32083,40096,41538,72188
61850,31875,0,28750,32500,46125,0
61851,39375,31406,39375,37000,48125,45000
61852,28611,0,42750,28438,70500,0
61853,45809,27273,39449,40011,53200,65994
61854,37019,25000,30263,38750,53438,56094
61855,26094,0,0,0,0,0
61856,43869,0,32235,41595,50049,54476
61857,34125,34000,28750,36250,34250,0
61858,36911,30781,36531,36029,50427,0
61859,40195,19375,30444,40066,60417,73542
61862,38889,30000,36667,41071,45625,0
61863,41186,0,40063,44375,37500,0
61864,41875,35833,37188,40833,54688,50000
61865,36875,0,34453,36538,60417,41750
61866,29849,21350,26334,30000,37377,51620
61870,35434,30000,30676,36037,0,41976
61871,42500,0,33000,58000,43333,0
61872,42585,31750,18125,44646,51750,46250
61873,48700,0,34899,45474,56114,61103
61874,45496,0,0,27490,50615,63289
61875,44926,0,21932,47000,0,54141
61876,31728,20833,37917,23603,73125,0
61877,43235,0,39821,43450,45000,72917
61878,33000,21786,31319,32500,36719,43323
61880,40671,0,37824,30737,47697,51346
61882,31406,23750,33750,28750,0,122750
61883,31895,20644,31996,30375,41042,62625
61884,39653,20625,50625,30996,70435,86250
61910,33996,31360,33030,32455,45917,65438
61911,34458,37500,31058,32875,36875,40848
61912,31910,40000,30350,29261,47917,40714
61913,34904,36250,25903,40441,40000,0
61914,32063,11125,26389,36522,35938,44583
61917,42500,21250,27212,43529,44688,80833
61919,39722,0,40302,41016,0,22212
61920,28620,13961,23431,23848,33125,54542
61924,36276,0,35333,34167,42375,41908
61925,36786,0,35089,32500,33750,67589
61928,32852,0,21500,34875,30250,0
61929,32250,31250,31635,30750,0,0
61930,28611,21875,28854,27841,31250,60865
61931,30938,14602,33333,30000,31759,72115
61932,35043,14643,26500,34167,37171,0
61933,28661,13906,30972,30066,34063,27500
61936,22604,0,0,0,0,0
61937,37076,0,27772,42679,55515,44500
61938,30845,17174,25455,30555,44940,53179
61940,24821,0,25729,20893,0,0
61941,0,0,0,0,0,0
61942,30045,17917,28452,31042,50833,0
61943,30136,20809,26250,29167,33472,43750
61944,30728,18375,26577,31643,39707,45573
61949,31818,31250,38125,30893,51000,0
61951,34370,40638,25541,31361,51750,46818
61953,38048,36141,35126,32917,46977,53563
61955,31667,10750,40556,0,34750,0
61956,32078,31750,22464,33006,46563,42768
61957,39172,38836,38105,35375,51563,48036
62001,42093,0,31176,40000,79167,57396
62002,32221,14246,26432,31245,47267,65791
62006,36500,0,30682,33942,45682,60694
62009,26012,23558,26111,24821,28750,50893
62010,38718,29375,30042,39407,56458,55917
62011,33500,0,0,33500,0,0
62012,41661,39327,40694,40560,39219,60050
62013,32353,0,22500,34688,35625,0
62014,39261,26842,23958,42298,57813,51563
62015,32679,0,25625,0,62778,14318
62016,32246,11701,26149,30976,43611,37422
62017,23942,21471,22596,25417,82500,0
62018,28370,0,36694,22500,0,0
62019,0,50250,0,0,0,0
62021,41346,0,0,43182,33482,0
62022,34464,0,0,30313,0,0
62023,35500,0,0,0,100625,0
62024,32199,26615,34682,26881,49575,53224
62025,46304,27569,30579,39740,51261,62491
62027,37109,0,24063,38906,0,0
62028,50486,0,62885,39954,51250,46607
62030,0,0,0,26364,0,0
62031,22361,9531,19919,22656,76071,0
62032,25000,0,23929,22277,33056,0
62033,32185,"25,000",28906,36204,42917,40536
62034,47240,0,33166,41379,51938,60142
62035,44688,0,31250,43162,53056,65313
62036,40568,0,32273,40268,0,57250
62037,34750,21731,31500,32143,62143,62083
62040,35523,22337,30938,35354,46272,66709
62044,33086,16602,23594,40654,0,53125
62045,34792,0,30625,41477,0,0
62046,40265,0,32000,36607,48971,56429
62047,38558,0,27500,35000,57614,87813
62048,32151,28333,35558,31500,36136,0
62049,23692,10357,20648,24556,48125,50556
62050,28750,0,31500,30188,41250,0
62051,36304,0,0,50391,0,0
62052,33985,32927,22938,33506,45466,48789
62053,20583,"25,000",0,20833,10938,0
62054,31932,19792,29750,29449,62969,100486
62056,30931,20263,26479,30704,41534,63646
62058,30580,0,32292,26641,38750,62857
62059,16583,0,25000,14219,0,0
62060,20828,10592,21279,23240,0,20739
62061,41141,0,31417,34048,51830,65000
62062,53466,0,31500,49167,72159,57438
62063,37908,21000,30750,31875,39777,58661
62065,"25,000",0,0,0,0,0
62067,36746,0,36544,51048,0,33750
62069,33778,36250,32422,30840,46071,62361
62070,0,0,0,0,0,0
62074,41292,19141,27500,44063,42136,39120
62075,31658,17273,30523,30671,41875,61328
